"","Date","Time","Count","Loc","Category","Scientific","CommonName"
"3219","2024/10/16","13-14",50,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3220","2024/10/16","13-14",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3221","2024/10/16","14-15",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3222","2024/10/16","14-15",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3223","2024/10/16","14-15",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"3224","2024/10/16","15-16",1,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3225","2024/10/17","Before 7",14,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3226","2024/10/17","Before 7",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3227","2024/10/17","Before 7",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3228","2024/10/17","7-8",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3229","2024/10/17","7-8",6,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3230","2024/10/17","7-8",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3231","2024/10/17","7-8",43,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3232","2024/10/17","7-8",2,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3233","2024/10/17","7-8",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3234","2024/10/17","7-8",2,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"3235","2024/10/17","7-8",3,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3236","2024/10/17","8-9",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3237","2024/10/17","8-9",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3238","2024/10/17","8-9",34,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3239","2024/10/17","8-9",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3240","2024/10/17","8-9",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3241","2024/10/17","9-10",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3242","2024/10/17","9-10",17,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3243","2024/10/17","9-10",3,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3244","2024/10/17","10-11",2,"DGS","Raptor","Pandion haliaetus","Osprey"
"3245","2024/10/17","10-11",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3246","2024/10/17","10-11",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3247","2024/10/17","10-11",47,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3248","2024/10/17","10-11",3,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3249","2024/10/17","10-11",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3250","2024/10/17","10-11",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"3251","2024/10/17","10-11",1,"DGS","Swift","Aerodramus sp.","Swiftlets"
"3252","2024/10/17","11-12",5,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3253","2024/10/17","11-12",3,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3254","2024/10/17","11-12",135,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3255","2024/10/17","11-12",2,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3256","2024/10/17","11-12",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3257","2024/10/17","12-13",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3258","2024/10/17","12-13",1,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3259","2024/10/17","12-13",188,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3260","2024/10/17","12-13",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3261","2024/10/17","13-14",59,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3262","2024/10/17","14-15",1,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3263","2024/10/17","14-15",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3264","2024/10/17","15-16",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3265","2024/10/18","Before 7",7,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3266","2024/10/18","Before 7",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3267","2024/10/18","7-8",3,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3268","2024/10/18","7-8",5,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3269","2024/10/18","7-8",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3270","2024/10/18","8-9",54,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3271","2024/10/18","8-9",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3272","2024/10/18","8-9",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3273","2024/10/18","8-9",4,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3274","2024/10/18","8-9",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"3275","2024/10/18","9-10",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3276","2024/10/18","9-10",6,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3277","2024/10/18","9-10",157,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3278","2024/10/18","9-10",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3279","2024/10/18","9-10",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3280","2024/10/18","9-10",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3281","2024/10/18","9-10",5,"DGS","Swift","Aerodramus sp.","Swiftlets"
"3282","2024/10/18","10-11",11,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3283","2024/10/18","10-11",1,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3284","2024/10/18","10-11",56,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3285","2024/10/18","10-11",3,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"3286","2024/10/18","11-12",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3287","2024/10/18","11-12",111,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3288","2024/10/18","11-12",2,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3289","2024/10/18","11-12",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3290","2024/10/18","11-12",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"3291","2024/10/18","11-12",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"3292","2024/10/18","12-13",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3293","2024/10/18","12-13",3,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3294","2024/10/18","12-13",45,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3295","2024/10/18","12-13",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3296","2024/10/18","12-13",2,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"3297","2024/10/18","12-13",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"3298","2024/10/18","12-13",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3299","2024/10/18","13-14",4,"DGS","Raptor","Pandion haliaetus","Osprey"
"3300","2024/10/18","13-14",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3301","2024/10/18","13-14",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3302","2024/10/18","13-14",110,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3303","2024/10/18","13-14",4,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3304","2024/10/18","13-14",11,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3305","2024/10/18","14-15",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3306","2024/10/18","14-15",2,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3307","2024/10/18","14-15",14,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3308","2024/10/18","14-15",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3309","2024/10/18","14-15",2,"DGS","Raptor","Falco amurensis","Amur Falcon"
"3310","2024/10/18","14-15",6,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3311","2024/10/18","14-15",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3312","2024/10/18","14-15",3,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"3313","2024/10/18","15-16",16,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3314","2024/10/18","15-16",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3315","2024/10/18","15-16",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3316","2024/10/18","15-16",5,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"3317","2024/10/18","16-17",3,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3318","2024/10/18","16-17",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3319","2024/10/18","17-17:30",2,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3320","2024/10/19","Before 7",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3321","2024/10/19","Before 7",9,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3322","2024/10/19","7-8",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3323","2024/10/19","7-8",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3324","2024/10/19","7-8",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3325","2024/10/19","7-8",1,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3326","2024/10/19","7-8",7,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3327","2024/10/19","8-9",6,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3328","2024/10/19","8-9",4,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3329","2024/10/19","8-9",8,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3330","2024/10/19","8-9",5,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3331","2024/10/19","8-9",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3332","2024/10/19","8-9",3,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3333","2024/10/19","9-10",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3334","2024/10/19","9-10",3,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3335","2024/10/19","9-10",34,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3336","2024/10/19","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3337","2024/10/19","9-10",1,"DGS","Raptor","Falco amurensis","Amur Falcon"
"3338","2024/10/19","9-10",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3339","2024/10/19","9-10",3,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"3340","2024/10/19","10-11",15,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3341","2024/10/19","10-11",59,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3342","2024/10/19","10-11",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3343","2024/10/19","10-11",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3344","2024/10/19","10-11",5,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3345","2024/10/19","11-12",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3346","2024/10/19","11-12",12,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3347","2024/10/19","11-12",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3348","2024/10/19","11-12",1,"DGS","Raptor","Falco amurensis","Amur Falcon"
"3349","2024/10/19","11-12",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3350","2024/10/19","11-12",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3351","2024/10/19","12-13",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"3352","2024/10/19","12-13",3,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3353","2024/10/19","12-13",1,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3354","2024/10/19","12-13",2,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3355","2024/10/19","12-13",1,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3356","2024/10/19","12-13",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3357","2024/10/19","12-13",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"3358","2024/10/19","13-14",11,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3359","2024/10/19","13-14",17,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3360","2024/10/19","13-14",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3361","2024/10/19","13-14",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3362","2024/10/19","13-14",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3363","2024/10/19","13-14",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"3364","2024/10/19","13-14",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3365","2024/10/19","14-15",3,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3366","2024/10/19","14-15",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3367","2024/10/19","14-15",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3368","2024/10/19","14-15",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3369","2024/10/19","15-16",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3370","2024/10/19","16-17",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3371","2024/10/19","17-17:30",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3372","2024/10/20","Before 7",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3373","2024/10/20","Before 7",7,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3374","2024/10/20","Before 7",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3375","2024/10/20","7-8",7,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3376","2024/10/20","7-8",2,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3377","2024/10/20","7-8",2,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3378","2024/10/20","7-8",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3379","2024/10/20","7-8",5,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3380","2024/10/20","8-9",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3381","2024/10/20","8-9",10,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3382","2024/10/20","8-9",2,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3383","2024/10/20","8-9",2,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3384","2024/10/20","9-10",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"3385","2024/10/20","9-10",17,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3386","2024/10/20","9-10",1,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3387","2024/10/20","9-10",1,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3388","2024/10/20","9-10",5,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3389","2024/10/20","9-10",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3390","2024/10/20","9-10",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3391","2024/10/20","10-11",7,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3392","2024/10/20","11-12",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3393","2024/10/20","12-13",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3394","2024/10/20","12-13",1,"DGS","Raptor","Milvus migrans","Black Kite"
"3395","2024/10/20","14-15",1,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3396","2024/10/20","15-16",2,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3397","2024/10/20","16-17",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3398","2024/10/21","Before 7",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3399","2024/10/21","7-8",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3400","2024/10/21","7-8",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3401","2024/10/21","7-8",2,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3402","2024/10/21","7-8",2,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3403","2024/10/21","7-8",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3404","2024/10/21","7-8",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3405","2024/10/21","7-8",1,"DGS","Swift","Apus pacificus","Pacific Swift"
"3406","2024/10/21","7-8",1,"DGS","Else","Corvus frugilegus","Rook"
"3407","2024/10/21","8-9",5,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3408","2024/10/21","8-9",1,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3409","2024/10/21","8-9",1,"DGS","Raptor","Circus cyaneus","Hen Harrier"
"3410","2024/10/21","8-9",10,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3411","2024/10/21","8-9",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"3412","2024/10/21","9-10",1,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3413","2024/10/21","9-10",2,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3414","2024/10/21","9-10",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3415","2024/10/21","9-10",70,"DGS","Else","Turdus obscurus","Eyebrowed Thrush"
"3416","2024/10/21","9-10",200,"DGS","Else","Fringilla montifringilla","Brambling"
"3417","2024/10/21","10-11",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3418","2024/10/21","10-11",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3419","2024/10/21","10-11",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3420","2024/10/21","10-11",3,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3421","2024/10/21","10-11",6,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3422","2024/10/21","10-11",2,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3423","2024/10/21","10-11",5,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3424","2024/10/21","10-11",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3425","2024/10/21","11-12",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3426","2024/10/21","11-12",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3427","2024/10/21","11-12",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"3428","2024/10/21","11-12",8,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3429","2024/10/21","11-12",1,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3430","2024/10/21","11-12",146,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3431","2024/10/21","11-12",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3432","2024/10/21","11-12",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3433","2024/10/21","11-12",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"3434","2024/10/21","12-13",4,"DGS","Raptor","Pandion haliaetus","Osprey"
"3435","2024/10/21","12-13",4,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3436","2024/10/21","12-13",7,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3437","2024/10/21","12-13",2,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3438","2024/10/21","12-13",1,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3439","2024/10/21","12-13",277,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3440","2024/10/21","12-13",1,"DGS","Raptor","Falco amurensis","Amur Falcon"
"3441","2024/10/21","12-13",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3442","2024/10/21","12-13",30,"DGS","Else","Corvus frugilegus","Rook"
"3443","2024/10/21","13-14",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3444","2024/10/21","13-14",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3445","2024/10/21","13-14",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3446","2024/10/21","13-14",1,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3447","2024/10/21","13-14",1,"DGS","Raptor","Circus cyaneus","Hen Harrier"
"3448","2024/10/21","13-14",9,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3449","2024/10/21","13-14",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3450","2024/10/21","13-14",1,"DGS","Raptor","Falco amurensis","Amur Falcon"
"3451","2024/10/21","13-14",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3452","2024/10/21","13-14",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"3453","2024/10/21","14-15",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3454","2024/10/21","14-15",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3455","2024/10/21","14-15",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3456","2024/10/21","14-15",1,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3457","2024/10/21","14-15",51,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3458","2024/10/21","14-15",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3459","2024/10/21","14-15",1,"DGS","Raptor","Falco amurensis","Amur Falcon"
"3460","2024/10/21","14-15",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3461","2024/10/21","14-15",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"3462","2024/10/21","15-16",3,"DGS","Raptor","Pandion haliaetus","Osprey"
"3463","2024/10/21","15-16",6,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3464","2024/10/21","15-16",1,"DGS","Raptor","Milvus migrans","Black Kite"
"3465","2024/10/21","15-16",317,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3466","2024/10/21","15-16",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3467","2024/10/21","15-16",1,"DGS","Raptor","Falco amurensis","Amur Falcon"
"3468","2024/10/21","15-16",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3469","2024/10/21","15-16",15,"DGS","Else","Turdus obscurus","Eyebrowed Thrush"
"3470","2024/10/21","16-17",3,"DGS","Raptor","Pandion haliaetus","Osprey"
"3471","2024/10/21","16-17",3,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3472","2024/10/21","16-17",80,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3473","2024/10/21","16-17",4,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3474","2024/10/21","16-17",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"3475","2024/10/21","16-17",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"3476","2024/10/21","17-17:30",1,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3477","2024/10/21","17-17:30",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3478","2024/10/22","Before 7",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3479","2024/10/22","Before 7",1,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3480","2024/10/22","Before 7",1,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3481","2024/10/22","Before 7",2,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3482","2024/10/22","7-8",6,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3483","2024/10/22","7-8",9,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3484","2024/10/22","7-8",3,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3485","2024/10/22","7-8",1,"DGS","Raptor","Circus melanoleucos","Pied Harrier"
"3486","2024/10/22","7-8",2,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3487","2024/10/22","7-8",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3488","2024/10/22","8-9",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3489","2024/10/22","8-9",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"3490","2024/10/22","8-9",6,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3491","2024/10/22","8-9",5,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3492","2024/10/22","8-9",2,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3493","2024/10/22","8-9",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3494","2024/10/22","8-9",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3495","2024/10/22","8-9",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3496","2024/10/22","9-10",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"3497","2024/10/22","9-10",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"3498","2024/10/22","9-10",2,"DGS","Raptor","Accipiter nisus","Eurasian Sparrowhawk"
"3499","2024/10/22","9-10",5,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"3500","2024/10/22","9-10",4,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"3501","2024/10/22","9-10",6,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"3502","2024/10/22","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"3503","2024/10/22","9-10",3,"DGS","Raptor","Falco amurensis","Amur Falcon"
"3504","2024/10/22","9-10",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"3505","2024/10/22","9-10",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"3506","2024/10/22","10-11",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"3507","2024/10/22","10-11",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
